국가코드,DB종류,특허/실용 구분,문헌종류 코드,발명의 명칭,요약,대표청구항,청구항 수,출원번호,출원일,공개번호/공표/재공표 ,공개일,등록번호,등록일,출원인,출원인 국적,출원인 수,출원인 대표명화 코드,출원인 대표명화 영문명,출원인 대표명화 국문명[KR],출원인 식별기호[JP],발명자/고안자,우선권 번호,우선권 국가,우선권 주장일,국제 공개번호,국제 공개일,Original CPC Main,Original CPC All,Original IPC Main,Original IPC All,Original US Class Main[US],Original US Class All[US],Original FI[JP],Original F-term[JP],Original Theme Code [JP],WIPS ON key
US,US,P,A1,Method for fabricating and assembling a floating offshore structure,A method for fabricating sections of a floating offshore spar type structure and mating the sections offshore. A buoyant hard tank is fabricated vertically. The hard tank is then transported in a vertical orientation to a site where it is mated to a truss section of the spar structure offshore while the hard tank and truss section are both in the vertical orientation. The mated tank and truss sections are then towed in the vertical orientation to the operational site. The hard tank is fabricated with a larger diameter and correspondingly shallower draft than a more traditionally proportioned hard tank. ,"1. A method for fabricating sections of a floating spar type structure and mating the sections offshore, comprising the steps of: a. fabricating a buoyant hard tank section in a vertical orientation; b. fabricating a truss section; c. submerging the truss section in a vertical orientation that provides a zero water plane area; d. floating the hard tank above the truss section; and e. moving the truss section up to engage with the hard tank. ",8,09/928201,2001-08-10,2003-0031516,2003-02-13,,,,,0,,,,,Thomas N. Carr | Cheng-Yo  Chen | Robin M. Converse | Robert M. Harrell | Daniel M. Houser | Charles F. Kasischke | Gautam K. Chaudhury,,,,,,,,E02B-017/08,E02B-017/08 | E02D-025/00,405/204,405/204 | 405/203,,,,5.10301E+12
US,US,P,B2,"Precast modular concrete shapes and methods of installation to form shoreline stabilization, marine and terrestrial structures","Novel precast concrete boxes are disclosed which can be assembled together and/or with structural shapes disclosed in U.S. Pat. No. 5,697,736 to form waterfront structures such as seawalls, boathouses and the like. The boxes can be sized and proportioned so as to be conveniently assembled in such structures and to be easily transported via intermodal transportation media. Novel methods of waterborne transport and installation of the boxes are disclosed. Shellfish habitats based upon the boxes are also disclosed.","1. An integrated shoreline reinforcement system comprising at least one row of ballasted precast concrete boxes approximately parallel to said shoreline, with at least two rows of ballasted concrete boxes attached approximately perpendicular to said at least one row of boxes paralleling said shoreline to form groins and define horizontal beach spaces between adjacent groins, wherein the horizontal beach spaces between said groins are covered with filter cloth and concrete mat sections laid thereon and wherein at least one precast inverted ""T"" member is attached to the seaward end of each of said groins and the upper seaward corner of the endmost seaward ""T"" member of each of said groins is bevelled to prevent damage to boats in their vicinity.",28,09/776971,2001-02-05,2002-0104469,2002-08-08,6491473,2002-12-10,,,0,,,,,Veazey; Sidney E.,,,,,,,,G02B-003/14,G02B-003/14,405/016,405/016 | 014/028 | 014/073 | 405/017 | 405/023,,,,4.50205E+12
US,US,P,B1,Portable seawall system,A portable seawall system is designed to upwardly extend an existing seawall. The system includes a base bracket designed to attach to the upper edge of the existing seawall. A wall section extends upwardly from the existing seawall. Multiple triangular brace assemblies each extend above and below the base bracket and engage the wall section and the existing seawall. A membrane seals the wall section to the existing seawall. The membrane is interconnected with the wall section and with the existing seawall. Multiple wall sections may be joined end to end to form a continuous seawall.,"1. A portable seawall system to be secured to the ground for resisting the passage of water from a water side to a dry side of the seawall system when the system is in an installed position, the system comprising: a base bracket configured to be positioned generally flush with the ground when the bracket is in the installed position;a plurality of substantially identical wall sections each having a first face and an opposed second face, the wall sections being arranged end to end so as to define a generally continuous wall and extending generally vertically upwardly from the base bracket when the wall sections are in the installed position, each wall section comprising;a base wall subsection having a lower edge adjacent the base bracket and an upper edge spaced therefrom when the base wall subsection is in the installed position;an upper wall subsection having a lower edge that mates with the upper edge of the base wall subsection when in the installed position;a plurality of substantially identical triangular brace members each having a non-adjustable triangle shaped perimeter with a long side and a pair of short sides;a first plurality of the brace members each being disposed in the ground at intervals adjacent the base bracket such that one of the short sides of each brace member in the first plurality is generally flush with the ground and the remainder of each brace member in the first plurality extends into the ground when in the installed position;a second plurality of the brace members each being connected to one of the brace members in the first plurality such that one of the short sides of each brace member in the second plurality is connected to the short side of one of the brace members in the first plurality that is flush with the ground and the other short side of each brace member in the second plurality extends upwardly adjacent the first or second face of the wall sections when in the installed position; anda substantially water impermeable membrane having a first edge portion, an opposed second edge portion, and a central portion therebetween, the first edge portion being adjacent the base bracket and the second edge portion being captured between the upper edges of the base wall subsections and the lower edges of the upper wall subsections such that the membrane resists passage of water between the lower edge of the wall sections and the ground and further substantially seals the upper edges of the base wall subsections to the lower edges of the upper wall subsections when in the installed position.",38,09/449331,1999-11-24,,,6454491,2002-09-24,,,0,,,,,Wayne; Mark,,,,,,,,E02B-003/04,E02B-003/04 | E02B-003/00,405/032,405/032 | 405/031 | 405/285,,,,4.50204E+12
US,US,P,A1,Modular fiber log erosion and sediment control barrier,"A linear modular erosion and sediment control barrier is constructed of fiber logs joined end-to-end, the logs having a maximum length of about 8 feet long. Each fiber log is made of a quantity of loose fibers retained in a tubular casing by a plug. The tubular casing includes an extended section which is peeled back and folds over the end of the coupler fiber log during storage and transportation. When deployed, the extended section is unfolded to receive the end of an adjacent fiber log. The two fiber logs are secured together by a cord and hooks. The combination of a plurality of coupler fiber logs on the surface of a pallet is particularly suited for storing and transporting the logs. Transporting and storing the preferred embodiments of the novel combination requires less space, reduces the incidence of log rupture during storage and/or transportation, utilizes conventional equipment and provides for reduced storing, transportation and handling costs related to the installation of a erosion control barrier. ","1. A coupler fiber log comprising: a filler pack having a cross sectional diameter or thickness, a first end, a second end, and having a maximum length of less than about 8 feet; a casing having a closed end and an open end, said casing extending about the outside of said filler pack, said closed end of said casing covering said first end of said filler pack; a plug located inside said casing between the second end of said filler pack and the open end of said tubular casing, said plug at least partially covering the second end of said filler pack; and said casing having an extended section, said extended section axially extending between said plug and the open end of said casing. ",21,10/144466,2002-05-13,2002-0131827,2002-09-19,,,,,0,,,,,J. Eric Spangler | Kumar Gopalan Jayanath | Bob  Abbott | James A. Blazek,,,,,,,,E02B-003/04,E02B-003/04,405/302.6,405/302.6 | 405/015,,,,5.10204E+12
US,US,P,B1,Articulated multiple buoy marine platform apparatus and method of installation,"A marine platform (and method of installation) provides a plurality of buoys, a platform having a peripheral portion that includes a plurality of attachment positions, one attachment position for each buoy, and an articulating connection that connects each buoy to the platform at a respective attachment position, the connection allowing for sea state induced buoy motions while minimizing effect on the platform. A method of installation places the platform (including oil and gas drilling and/or production facility next to the buoys. Ballasting moves the platform and buoys relative to one another until connections are perfected between each buoy and the platform.","1. A method of installing an oil and gas well drilling or production platform in an offshore deep water marine environment, comprising the steps of: a) placing a plurality of buoys;b) floating a platform in the marine environment having an oil and gas well drilling or production facility to the location of the buoys, the platform including a peripheral portion that includes a plurality of connecting positions, one connecting position for each buoy; andc) ballasting the platform and buoys relative to one another until each buoy connects with the platform and substantially all of the weight of the platform is supported by the buoys.",37,09/704998,2000-11-02,,,6435773,2002-08-20,,,0,,,,,Khachaturian; Jon,,,,,,,,E02D-017/08,E02D-017/08,405/202,405/202 | 405/205,,,,4.50203E+12
US,US,P,A1,Methods and apparatus for manufacturing fiber-cement soffits with air vents,"Methods and apparatuses for producing fiber-cement soffit building products. In one embodiment of the invention, an apparatus for producing fiber-cement soffits includes a punch assembly, a support assembly facing at least a portion of the punch assembly, and an actuator operatively coupled to at least one of the punch assembly or the support assembly. The punch assembly can include a punch plate and a plurality of punches coupled to the punch plate. Each punch can have a length and a first cross-sectional dimension generally normal to the length. The support assembly can have a support plate, and at least a portion of the support plate is juxtaposed to at least a portion of the punch plate. The support plate can include a plurality of holes arranged in a pattern so that each hole in the portion of the support plate juxtaposed to the punch plate is aligned with a corresponding punch on the punch plate. Each hole can have a second cross-sectional dimension greater than the first cross-sectional dimension of the punches to define a radial punch/hole clearance between each punch and each hole. The radial punch/hole clearance, for example, is generally greater than that of metal punch presses to allow the punches to be removed from a fiber-cement panel without delaminating portions of the panel. ","1. An apparatus for producing a fiber-cement soffit from a fiber-cement panel, comprising: a punch assembly having a punch plate and a plurality of punches coupled to the punch plate, each punch having a length and a first cross-sectional dimension in a plane generally parallel to the length of the punch; a support assembly having a support plate, at least a portion of the support plate being juxtaposed to at least a portion of the punch plate along a punch path to define a juxtaposed portion of the support plate, the support plate having a plurality of holes, wherein each hole in the juxtaposed portion is aligned with a corresponding punch, and wherein each hole has a second cross-sectional dimension greater than the first cross-sectional dimension to define a radial punch/hole clearance between each punch and each hole that is sufficient to allow the punches to be removed from the fiber-cement panel without delaminating portions of the fiber-cement panel; and an actuator operatively coupled to the punches and/or the support plate to move the punches and/or the support plate between a first position and a second position, the punches being spaced apart from the support plate in the first position to receive at least a portion of the fiber-cement panel between the punches and the support plate, and the punches penetrating into at least a portion of the fiber-cement panel in the second position to form apertures in the fiber-cement panel corresponding to approximately the size and shape of the punches on at least one side of the panel. ",37,10/039064,2002-01-04,2002-0109257,2002-08-15,,,,,0,,,,,Joe  Gaidjiergis | Lloyd  Fladgard | Scott  Fladgard,,,,,,,,B28B-001/48,B28B-001/48,264/156,264/156 | 425/290,,,,5.10203E+12
US,US,P,A1,"Precast modular concrete shapes and methods of installation to form shoreline stabilization, marine and terrestrial structures","Novel precast concrete boxes which can be assembled together and/or with structural shapes disclosed in U.S. Pat. No. 5,697,736 to form waterfront structures such as seawalls, boathouses and the like. The boxes can be sized and proportioned so as to be conveniently assembled in such structures and to be easily transported via intermodal transportation media. Novel methods of waterborne transport and installation of the boxes are disclosed. Shellfish habitats based upon the boxes are also disclosed. ","1. In a precast concrete structural L-member having the shape of a modified letter &ldquo;L&rdquo; for constructing seawalls or bulkheads, said members comprising a vertical wall portion, a horizontal footer, a vertical key protruding below the footer and an angular splash plate protruding from said member directly opposite said footer, the improvement comprising: at least one substantially vertical passage penetrating said splash plate and said key, having an upper inlet and a lower outlet, to facilitate setting said L-member in place by use of a fluid comprising water under pressure emerging from the lower outlet of said passage. ",58,09/776971,2001-02-05,2002-0104469,2002-08-08,,,,,0,,,,,Sidney E. Veazey,,,,,,,,E02B-003/04,E02B-003/04 | B63B-003/02 | E02B-003/00 | B63B-035/44,114/065.A,114/065.A | 114/077.R | 114/263 | 405/015,,,,5.10203E+12
US,US,P,B1,Sea wall revetment system,"A system and process are provided for repairing a sea wall and precluding erosion drainage from occurring on the landward side of the sea wall when a filter material provided at a plurality of weep holes in the wall and at expansion and contraction gaps between wall elements degenerates. The system of invention includes a pipe-like conduit, open at both of its ends; a cap-like protective structure that is insertable over an end of said conduit; a filter assembly comprised of a sleeve-like enclosure and a filter which is situated within said sleeve-like enclosure; and an a rod-like implement insertable within said pipe-like conduit and engageable with said sleeve-like enclosure. The process of the invention comprises the steps of reaming each of the weep holes with a drill so as to clear each of the holes of any accumulation of debris; scraping each of the gaps and an area of the sea wall extending to the left and right of each of the gaps so as to remove any barnacles or other foreign objects which may have become adhered to the gaps and the nearby sea wall surface; sealing each of the gaps with a hydraulic cement; installing one of the pipe-like conduits in each of the previously reamed weep holes; releasably fastening the sleeve-like enclosure containing the filter to the rod-like implement; inserting the rod-like implement and the sleeve-like enclosure into the pipe-like conduit and sliding the sleeve-like enclosure along the inside of the pipe-like conduit until it is positioned at the landward side of the sea wall; unfastening the rod-like implement from the sleeve-like enclosure; and withdrawing the rod-like implement from the pipe-like conduit.","1. A system for repairing a sea wall and preventing erosion drainage from occurring in an earthen embankment situated on a landward side of the sea wall, the system comprising: a conduit for insertion into a weep hole connecting said landward side of said sea wall with an opposite frontal side of said sea wall, said conduit having a first conduit end provided with a first conduit opening and a second conduit end provided with a second conduit opening;a means for protecting said conduit from deformation as said conduit is inserted into said weep hole;a filter assembly for insertion into said conduit; anda tool assembly insertable within said conduit and removably attached to said filter assembly for inserting and removing said filter assembly from said conduit.",40,09/584450,2000-05-31,,,6394706,2002-05-28,"Blue Marlin Filter, Inc.",US,1,,,,,Gentry; David W.,,,,,,,,E02D-029/02,E02D-029/02,405/284,405/284 | 405/285 | 405/286 | 405/031,,,,4.50202E+12
US,US,P,A1,Blocks for protecting embankment,"A block assembly for constructing a seawall along an embankment. The block assembly is comprised of two types of blocks, a first block and a second block. Each block includes two half-circular type projections lying parallel to one another, seawater holes for discharging sea water are formed in a front wall between the half-circular projections of each block to prevent the loss of blocks and to decrease wave power. In an upper and lower end portions of the front wall of both blocks, projections are reciprocally formed with spaces, and a fixed supporter is formed on a backside of the front wall. ","1. A block assembly having an upper portion and a lower portion for constructing a seawall along an embankment, said assembly comprising; a first block positioned in the upper portion and having a front wall and two half-circular type projections parallel to one another, a second block positioned in the lower portion and having a front wall and two half-circular type projections parallel to one another, a plurality of projections having a back end and extending from said blocks with at least one interposed space, said plurality of projections and said at least one interposed space being regularly arranged for fitting and assembling other said blocks, a fixed supporter positioned adjacent to said back end of said plurality of projections, a reinforced portion connected to said fixed supporter of each of said first and second blocks, and a plurality of seawater holes defined in each of said blocks between said two half-circular type projections. ",4,09/941355,2001-08-29,2002-0037198,2002-03-28,,,,,0,,,,,Won-Hoi  Yang,10-2000-0055724,KR,2000-09-22,,,,,E02D-005/00,E02D-005/00,405/284,405/284,,,,5.10201E+12
US,US,P,B1,Method to transport and install a deck,"A method to transport a deck at sea and install the deck on an offshore substructure. The deck is completely fabricated on a set of deep girders. The deck and deep girders are skidded onto two pontoons. The deck and deep girders are tied down together. A set of jacking units is installed into the deep girders prior to sail out. The complete assembly is towed to the installation site. At the site, the tie downs are removed. The girders are jacked up and the pontoons simultaneously ballasted down until the assembly is supported on the pontoons. The deck is lowered onto the substructure and the pontoons released","1. A method for transporting a deck at sea and installing the deck on an offshore substructure, comprising the steps of: a. constructing the deck on a set of girders;b. placing the deck and girders on at least two floating pontoons;c. installing stability columns on the pontoons;d. installing lifting towers on the pontoons, said lifting towers including means engaged with the girders for selectively lifting and lowering the deck and girders;e. installing removable bracing between the deck and pontoons;f. towing the pontoons and deck to a selected offshore site, wherein the pontoons are at the maximum water plane area;g. removing the bracing between the deck and pontoons;h. lifting the deck to a height that allows the deck to be moved over a substructure;i. moving the deck over the substructure; andj. lowering the deck into contact with the substructure.",3,09/576697,2000-05-23,,,6347909,2002-02-19,"J. Ray McDermott, S.A.",US,1,EN023870,MCDERMOTT SA J RAY,,,Kocaman; Alp A.,,,,,,,,B63B-035/40,B63B-035/40 | E02D-023/00,405/209,405/209 | 405/204 | 405/205 | 114/259,,,,4.50201E+12
US,US,P,B1,Vortex shedding strake wraps for submerged pilings and pipes,"Flexible elastomer wrap panels stretched and clamped encircling submerged pilings, risers and pipelines are coated to resist degradation by any form of marine life, and incorporate an interior pile-facing felt layer impregnated with a corrosion inhibiting and biocidal gel, providing long term protection for pilings and like submerged objects. The wrap panels present radial rib-strakes protruding outward from the piling and extending along the piling in a longitudinal direction, either vertically, parallel to the vertical axis of the piling or pipe, or slanting helically, reducing or eliminating aeolian vibration induced by flowing ocean currents causing vortex formation. In some embodiments, the wrap panels and strakes incorporate a marine growth inhibiting filler material.","1. The combination of a piling and a piling-protecting and vortex-shedding wrap panel formed of stretchable and flexible elastomer sheet material, dimensioned for wraparound engagement encircling the exposed outer surface of a substantially vertical submerged pipe or piling having a longitudinal axis, comprising: a quadrilateral sheet having two elongated parallel edges, and having an outer face incorporating a marine growth inhibiting filler material and an inner piling-facing surface,a first elongated clamping means arrayed along the first of said parallel edges, the first clamping means having an outer layer and an inner layer, the outer layer incorporating a marine growth inhibiting filler material,a second elongated clamping means arrayed along the second of said parallel edges, the second clamping means having an outer layer and an inner layer, the outer layer incorporating a marine growth inhibiting filler materialsaid clamping means comprising cooperating arrays of apertured members provided with spaced apart fastening apertures positioned for cooperative alignment when the quadrilateral sheet is wrapped around a piling and said elongated clamping means are brought into juxtaposition,said quadrilateral sheet's outer face having protruding outward therefrom a plurality of elongated flexible rib-strakes, extending along the length of said quadrilateral sheet, which are deployed when said sheet is wrapped around a pipe or piling, wherein at least the surface of the flexible rib-strakes incorporates a marine growth inhibiting filler material,and fastening means extending through said fastening apertures and holding said clamping means in clamped alignment in said juxtaposition,whereby lateral aeolian vibrations caused by vortex streets produced by horizontal currents flowing past the submerged pipe or piling in directions perpendicular to its longitudinal axis are minimized or eliminated and whereby marine growth on the wrap panel is substantially inhibited by the marine growth inhibiting filler material.",20,09/495649,2000-02-01,,,6347911,2002-02-19,Slickbar Products Corp.,US,1,,,,,Blair; Russell M. | Ziehl; C. Peter | Strange; Anthony E. J. | Maucieri; Michael F.,,,,,,,,A44B-021/00,A44B-021/00 | E02D-031/06 | E02D-005/60,405/216,405/216 | 405/211.1 | 405/212 | 024/462 | 052/590.3 | 052/592.4,,,,4.50201E+12
US,US,P,B1,Scavenger energy converter system its new applications and its control systems,"What has been invented is a series of scientific applications of the wideface energy converter device, be it in the form of a wideface solar heat receiver or a wideface fluid impeder device. The wider is the solar heat receiver, the more solar power is available for conversion. The wider is the sail of the boat, the more wind is available to push the boat. Wherefore, the wideface solar trap made up of multi-layer transparent roofs covering a heat insulated box is used to heat up a radiator tubings that contain water. The multilayer transparent roof, having spaces in between sheets, prevents solar heat from backing out hence the trap becomes hoter and hoter because the inner sheet is not in contact with the cold wind. This solar trap is now used to heat up radiator pipes of compressed air coming from a gas turbine engine and then returned back to the exhaust turbine of same engine. Applying the principle of the wind sail, the turbine blades of the compressor and the turbine blades of the exhaust turbine are made wideface as much as possible to produce maximum impedance against the expanding exhaust hot air and to produce maximum push upon the fresh air being compressed. This wideface fluid impeder is now expanded into an underwater platform from One Acre or much more and attached to floating hotels, large/small boats, and floating sea walls, to prevent oscillation by the surfs.","1. A wideface scavenger energy converter system using a wideface sail-type fluid deflector to imped and to drive moving fluids/air in order to pump/compress, and to convert the energy of moving fluids/air into mechanical and into electrical energy, comprising: an oppositely rotating co-axial wideface sail-type bladed centrifical air pump serving as a supercharger compressor, comprising: an air inlet mouth and an air outlet pipe acting as a larger pipe clockwise drive shaft having an inner wall; a plurality of counter-clockwise slant air guide plates disposed by a separate structure around said air inlet mouth of said compressor; a plurality of water atomizers disposed around said mouth and attached to said slant air guides; a rear clock-wise rotating circular plate having a central air outlet hole centrally attached to said air outlet larger pipe clockwise drive shaft thru said air outlet central hole; an inner and outer sets of clockwise revolving sail-type wideface blades having rear sides and front sides, spacedly and co-axially attached to said rear clockwise circular plate thru said rear sides; a front clockwise circular plate spacedly and co-axially holding said front sides of said two sets of clockwise wideface blades; an inner clockwise drive shaft having an end section, co-axially passing inside said clockwise air outlet pipe drive shaft and centrally attached to said clockwise front circular plate; a bearing post holding said end section of said inner clockwise drive shaft; an interior rear counter-clockwise rotating circular plate holding a set of counter-clockwise revolving sail-type wideface blades revolving in between said inner and outer sets of clockwise revolving wideface blades; a counter-clockwise pipe drive shaft, enclosing said inner clockwise drive shaft and co-axially inside said clockwise air outlet larger pipe drive shaft, centrally attached to drive said interior rear counter-clockwise plate;a number of driven machines, comprising: an oppositely rotating turbine compressor having: a plurality of sets of clockwise revolving sail-type wideface blades and a plurality of counter-clockwise revolving sail-type wideface blades; a centrifugal air pump having: a sail-type wideface counter-clockwise blades, a housing shell, an inlet and an outlet main pipe; an oppositely rotating electric generator having: a multilayer clockwise drum-type induction wire coil coupled with a multilayer counter-clockwise drum-type magnet, carbon brushes connected to the wire coils, and electric power outlet wires connected to said carbon brush; and a hot gas turbine engine having: a multistage clockwise sail-type wideface bladed turbine coupled with an outer multistage counter-clockwise sail-type wideface bladed conical turbine running in between said clockwise blades, and serving as a driver machine,--all in one co-axial alignment with said centrifical air pump;an extension of said larger clockwise pipe drive shaft, having and inside wall, from said centrifical air pump to, enclosing, and acting as an air pipe supplying compressed air to, said oppositely rotating turbine compressor, and finally ending up at the inlet of said centrifugal air pump;said plurality of sets of clockwise wideface blades of said oppositely rotating turbine compressor being spacedly attached to said inside walls of said larger clockwise pipe drive shaft;an extension of said counter-clockwise pipe drive shaft from said centrifical air pump to said oppositely rotating turbine compressor, and to said wideface bladed centrifugal air pump, and to said electric generator, and to said hot gas turbine engine,--holding and driving said wideface blades of said centrifugal air pump, holding and driving said counter-clockwise drum-type magnets of the said electric generator, and attached to said outer counter-clockwise turbine conical drive shaft of said hot gas turbine engine;said counter-clockwise wideface blades of said oppositely rotating turbine compressor being spacedly attached to said counter-clockwise pipe drive shaft in a way to run in between said clockwise blades of same turbine compressor;a drum type bearing holding around said counter-clockwise pipe drive shaft and attached to said clockwise blades of said turbine compressor;an extension of said inner clockwise drive shaft from said centrifical air pump, passing inside said counter-clockwise pipe drive shaft, thru said turbine air compressor, thru said centrifugal air pump, thru said electric generator and connected to said inner turbine of said hot gas turbine engine and connected to drive the clockwise induction wire coils of said oppositely rotating electric generator;a solar trap chamber, that collects solar heat, used as heat containment chamber for heating purposes, comprising: a wideface roof made as wide as space allows, having multilayer transparent sheets vertically spaced appart to have air space or vacuum space between each sheet; side walls having heat insulators enclosi...",127,08/999729,1997-12-23,,,6327994,2001-12-11,,,0,,,,,Labrador; Gaudencio A.,,,,,,,,B63B-017/00,B63B-017/00,114/382,114/382,,,,4.50105E+12
US,US,P,B1,Earth retaining wall,An earth retaining wall formed by a plurality of panels which are matingly stacked together in jigsaw puzzle like fashion against an earth embankment. The panels are arranged one above another and are held together by vertical bars which pass through hollow pipes formed at peripheral portions of each panel. Each bar is formed at a terminal end with a ball foot formation which rests in a matingly engageable ball foot formation plate or footing positioned in the embankment. The upper terminal end of the wall is capped by a plate member. Wave breakers can be installed on the faces of the panels when the wall is employed as a sea wall. Two walls also can be installed in cooperative fashion to function as a water dam.,"1. A wall for retaining an earth embankment, said wall comprising, a plurality of panels matingly stacked together to form said wall, said stacked panels adapted to be positioned against the embankment, each of said panels being formed with at least one hollow pipe passing therethrough and opening to oppositely disposed edge surfaces of respective ones of said panels, said panels being stacked one on top of another such that the openings of said pipes on the panel edge surfaces are in registry one with another, a plurality of bars positioned within said pipes and passing between said panels to hold said panels together, each bar having a lower terminal end, the lower terminal end of each bar being formed with a lower ball foot formation, a footing plate adapted to be positioned at the bottom of the embankment, said plate including a channel formed therein, the channel adapted to receive and retain the ball foot formation of each respective bar to maintain the wall in position against the embankment.",12,09/321239,1999-05-27,,,6213688,2001-04-10,,,0,,,,,"Donkersloot, Sr.; Arie",,,,,,,,E02D-027/40,E02D-027/40 | E02D-029/02 | E04C-002/06 | F16C-011/04,405/284,405/284 | 405/286 | 405/272 | 052/608 | 403/070,,,,4.50102E+12
US,US,P,A ,Modular maritime dock design,A maritime dock structure including a plurality of hollow modules each having a buoyancy force associated therewith. A plurality of anchors are coupled to the modules and embedded in an underwater bed. Each anchor opposes the buoyancy force of its associated module as well as lateral forces and load forces directed into the underwater bed.,"1. A maritime dock structure, comprising: at least one hollow module having a buoyancy force associated therewith due to an interior volume; andat least one anchor coupled to each module and embedded in an underwater bed, each anchor opposing the buoyancy force of an associated module as well as lateral forces exerted on the associated module and load forces directed into the underwater bed.",78,09/102596,1998-06-22,,,6082931,2000-07-04,"ValueQuest, Inc.",US,1,,,,,Hopper; Mark A.,,,,,,,,E02D-023/02,E02D-023/02 | E02D-023/16 | E02D-005/54,405/218,405/218 | 405/205 | 405/210 | 405/224 | 114/256,,,,4.50003E+12
US,US,P,A ,"WavBrakerSteps for waterfront bulkheads, seawalls and seacoast","WavBrakerSteps is a hydrodynamic structure comprising a main form (20, 22, 24, 26), a series of inclined upward ramped steps in the shape of a sine wave curve. WavBrakerSteps redirect and dissipate the relentless attacks by energizes and forces of sea waves, wind waves, tidal forces, ship and boat wakes. These energies and forces scour and erode the base or toe, the supporting structures, of waterfront bulkheads, seawalls and seacoasts. The action by waves flowing upward and then downward over the inclined, curved and ramped WavBrakerSteps prevents undercutting, undermining and sinking from occurring. These natural actions protect the beach environment.","1. A hydrodynamic structure placed on the beach, parallel to the shoreline, at the base or toe of waterfront bulkheads, sea walls, and seacoasts to prevent erosion due to wave action, said structure comprising a plurality of main sections placed parallel to each other along the beach to define a sine wave, each main section comprising a plurality of convex and concave sections having an axis which extends along and parallel to the beach, each said section having a series of inclined upward ramped steps which form a portion of said sine wave along the axis of the sections, said sections being placed adjacent each other along the beach with said sine wave facing the incoming waves.",11,09/016524,1998-01-30,,,6050745,2000-04-18,,,0,,,,,Nolan; Don E.,,,,,,,,E02B-003/06,E02B-003/06,405/033,405/033 | 405/021 | 405/030,,,,4.50002E+12
US,US,P,A ,Method and apparatus for the offshore installation of multi-ton packages such as deck packages and jackets,"A method and apparatus for the installation or removal of large multi-ton prefabricated deck packages includes the use of usually two barges defining a base that can support a large multi-ton load. A variable dimensional truss assembly is supported by the barge and forms a load transfer interface between the barge and the deck package. Each boom has a lifting end portion with a roller that fits a receptacle on the package. Tensile connections form attachments between the deck package and barge at a lower elevational position. The variable dimension truss includes at least one member of variable length, in the preferred embodiment being a winch powered cable that can be extended and retracted by winding and unwinding the winch.","1. A catamaran work barge apparatus comprising: a) a pair of barges, each defining a base that can support a large multi-ton load;b) a work platform supported respectively by the barges that can be positioned next to a package to be lifted, for forming a load transfer between the barges and the package to be lifted;c) a plurality of diagonally extending lift booms, each lift boom having a lower end attached to a barge and an upper end that can be attached to the work platform;d) lower connection members for forming attachments between the barges and the work platform;e) each boom having a free end with a lifting end portion; andf) a receptacle attached to the work platform that receives the boom lifting free end portion.",20,08/925929,1997-09-08,,,6039506,2000-03-21,,,0,,,,,Khachaturian; Jon E.,,,,,,,,E02B-017/00,E02B-017/00,405/204,405/204 | 405/209,,,,4.50001E+12
US,US,P,A ,Reinforced structure panel for forming barrier walls,"Structural panels (12) of extruded PVC and of stretched Z-shaped configuration and which can be driven into the ground include strengthening ribs (36-40) extending from the inner surfaces (34 and 35) of the opposed side sections (26 and 27). The ribs extend at a right angle to the side section bending planes (56 and 57) and at a right angle to the panel bending plane (64), thereby adding significant resistance to both compression and tension forces applied to the panel. The structural panels are driven into the earth to form a wall barrier, with the female locking element (43) being telescopically moved along the male locking element (42) of a previously installed panel. Distal strengthening rib (40) functions as a driving tongue to stabilize the position of the male locking element (42) during driving of the panel into the ground.","1. A structural panel for forming sea walls, barrier walls and the like, fabricated of synthetic resin material for driving into the earth and for resisting deterioration from sand abrasion, water movement and other severe environmental conditions, comprising: said panel being elongated and of constant size and shape along its length and characterized by having been extruded length wise;said panel including in cross section:first and second opposed side sections disposed in parallel planes and displaced longitudinally from each other and each said side section including an inner surface facing the plane of the other side section and an outer surface facing away from the plane of the other side section and a distal edge and a proximal edge, and a central web section having opposed parallel edge portions joined to said proximal edges of said side sections;said central web section and said first and second opposed side sections forming obtuse angles at said inner surfaces;the distal edge of said first side sections being formed in a laterally protruding male locking element and the distal edge of said second side sections being formed in a female locking element sized and shaped to substantially surround and lock with said male locking element so that adjacent ones of the structural panels can be locked together at their distal edges to form a wall; anda strengthening rib integrally formed on said first side section, said strengthening rib having a length and a width, with the length of said rib extending at a right angle from the inner surface of said first side section at a position adjacent said laterally protruding male locking element and forming with said laterally protruding male locking element a recess for receiving a portion of said female locking element.",14,09/036898,1998-03-09,,,6033155,2000-03-07,"Materials International, Inc.",US,1,,,,,Irvine; John E. | Yeosock; John J.,,,,,,,,E02D-005/08,E02D-005/08 | E02D-005/03,405/281,405/281 | 405/274 | 405/276,,,,4.50001E+12
